iid,i_year,i_Action,i_Adventure,i_Animation,i_Children's,i_Comedy,i_Crime,i_Documentary ,i_Drama ,i_Fantasy ,i_Film-Noir ,i_Horror ,i_Musical ,i_Mystery ,i_Romance ,i_Sci-Fi ,i_Thriller ,i_War ,i_Western,i_Other
3647,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
3648,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
3649,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3650,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3651,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3652,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
3653,4,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
3654,7,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
3655,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3656,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3657,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3658,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3659,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3660,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3661,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3662,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
3663,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3664,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
3665,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3666,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
3667,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3668,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3669,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3670,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3671,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
3672,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3673,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
3674,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
3675,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3676,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3677,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3678,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3679,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3680,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
3681,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
3682,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3683,7,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
3684,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3685,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3686,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3687,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
3688,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
3689,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
3690,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0
3691,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3692,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3693,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3694,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3695,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3696,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3697,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3698,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3699,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3700,6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3701,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3702,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3703,7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
3704,4,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3705,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3706,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3707,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
3708,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3709,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
3710,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
3711,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3712,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3713,6,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3714,7,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
3715,5,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
3716,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3717,4,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3718,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3719,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
3720,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
3721,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3722,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3723,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3724,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3725,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
3726,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3727,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3728,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3729,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3730,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3731,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3732,5,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
3733,8,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
3734,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
3735,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3736,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
3737,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3738,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
3739,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
3740,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3741,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3742,7,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
3743,7,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
3744,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3745,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3746,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
3747,7,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
3748,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3749,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3750,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3751,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3752,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
3753,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3754,7,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
3755,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3756,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3757,6,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3758,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3759,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3760,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3761,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3762,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3763,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3764,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3765,5,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
3766,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3767,7,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
3768,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3769,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
3770,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
3771,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3772,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
3773,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3774,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
3775,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3776,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3777,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3778,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3779,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
3780,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3781,2,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3782,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3783,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
3784,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
3785,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3786,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3787,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3788,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3789,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3790,6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
3791,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3792,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
3793,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3794,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
3795,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3796,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
3797,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3798,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
3799,4,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3800,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3801,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
3802,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3803,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3804,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
3805,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3806,5,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
3807,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
3808,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3809,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3810,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
3811,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3812,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3813,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3814,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
3815,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3816,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
3817,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
3818,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3819,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3820,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3821,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3822,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3823,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
3824,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3825,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
3826,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3827,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3828,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3829,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3830,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
3831,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3832,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
3833,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3834,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3835,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3836,7,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
3837,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3838,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3839,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3840,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
3841,6,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3842,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3843,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3844,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3845,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3846,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3847,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3848,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
3849,2,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3850,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3851,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3852,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3853,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
3854,6,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3855,5,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3856,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3857,8,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3858,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
3859,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3860,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
3861,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3862,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3863,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3864,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
3865,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3866,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3867,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3868,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3869,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3870,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3871,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3872,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3873,3,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
3874,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3875,4,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3876,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
3877,7,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
3878,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
3879,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3880,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3881,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3882,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
3883,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3884,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3885,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3886,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3887,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
3888,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
3889,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
3890,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3891,4,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3892,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
3893,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3894,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3895,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3896,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3897,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3898,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3899,2,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3900,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3901,5,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
3902,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
3903,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3904,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3905,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3906,4,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
3907,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3908,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3909,7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3910,7,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3911,6,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
3912,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
3913,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3914,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
3915,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3916,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3917,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3918,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3919,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
3920,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3921,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3922,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3923,7,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
3924,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3925,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3926,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3927,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3928,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3929,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3930,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3931,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
3932,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3933,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
3934,7,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0
3935,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3936,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3937,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3938,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3939,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3940,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3941,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
3942,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3943,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3944,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3945,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
3946,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
3947,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3948,5,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
3949,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3950,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
3951,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
3952,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
3953,5,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3954,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3955,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
3956,6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3957,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3958,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
3959,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3960,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3961,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
3962,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
3963,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3964,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3965,6,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
3966,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3967,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
3968,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
